Name,Ticker,Sub-Industry,Industry,sales_2022,sales_2023,sales_2024,expenses_2022,expenses_2023,expenses_2024,other_income_2022,other_income_2023,other_income_2024,interest_2022,interest_2023,interest_2024,depreciation_2022,depreciation_2023,depreciation_2024,Tax_Percent_2022,Tax_Percent_2023,Tax_Percent_2024,div_payout%_2022,div_payout%_2023,div_payout%_2024,equity_capital_2022,equity_capital_2023,equity_capital_2024,reserves_2022,reserves_2023,reserves_2024,borrowings_2022,borrowings_2023,borrowings_2024,CL_2022,CL_2023,CL_2024,fixed_assets_2022,fixed_assets_2023,fixed_assets_2024,cwip_2022,cwip_2023,cwip_2024,investments_2022,investments_2023,investments_2024,other_assets_2022,other_assets_2023,other_assets_2024,cfo_2022,cfo_2023,cfo_2024,cfi_2022,cfi_2023,cfi_2024,cff_2022,cff_2023,cff_2024,MCap,Price,PromoterHold,About,MCap_category,EBIT_2024,EBIT_2023,EBIT_2022,operating_margin_24,operating_margin_23,operating_margin_22,avg_operating_margin,shares_outstanding,P/R,cash,CA_2024,CA_2023,CA_2022,Change_WC_24-23,Change_WC_23-22,Reinv_rate_24,Reinv_rate_23,Equity_2024,Equity_2023,Equity_2022,invested_capital_2024,invested_capital_2023,invested_capital_2022,ROC_2024,ROC_2023,ROC_2022,sales_to_capital_24-23,sales_to_capital_23-22,debt%_2024,debt%_2023,debt%_2022,Kd,Beta,Ke,WACC,asset_turnover,capex/revenue,Revenue Growth Rates,Forecasted Revenues,Comparison with Biggest Player,Operating Margin Forecast,Forecasted EBIT,growth in operating income,sales/capital scenario 1,sales/capital scenario 2,sales/capital scenario 3,Industry ROIC,Forecasted Reinvestment Scenario 1,Forecasted Reinvestment Scenario 2,Forecasted Reinvestment Scenario 3,Year 10 ROIC(1),Year 10 ROIC(2),Year 10 ROIC(3),total_reinvestment(1),total_reinvestment(2),total_reinvestment(3)
S H Kelkar and Company Limited (NSEI:SHK),NSEI:SHK,Chemical (Specialty),Materials,1564,1687,1930,1350,1469,1622,6,-8,5,16,24,41,72,80,89,-13%,40%,32%,7%,45%,8%,138,138,138,875,926,1074,698,620,666,568,518,502,959,914,933,9,26,13,1,23,10,1309,1239,1425,50,197,107,-134,-110,-84,12,-175,8,2807,202,55.63,"Product Portfolio Fragrances - Personal care, Hair care, Skin care & cosmetics, fabric care, House products, etc. Flavors - Food applications format, High-performance formats, etc... Services - Biotechnology research service, Cosmetic research services, custom synthesis service. [1] Co. offers products under the SHK, Cobra, Auris, Wheel, Three Birds and Keva brands. In FY23, the Fragrance segment remained the primary revenue contributor with ~87% share [2] .The company has about 9700+SKUs. [3]",Small,349,242,230,0.180829016,0.143449911,0.147058824,0.157112583,13.8960396,1.454404145,1324.333333,1448,1288,1319,176,19,0.263610315,-0.376033058,1212,1064,1013,1878,1684,1711,0.185835996,0.143705463,0.134424313,1.25257732,-4.555555556,0.354632588,0.368171021,0.407948568,4.106462503,1.4,15.9,11.71762728,0.810583788,0.043523316,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[2026, 2128, 2234, 2346, 2463, 2586, 2716, 2851, 2994, 3144, 3301]",FALSE,"[np.float64(0.18), np.float64(0.18), np.float64(0.17), np.float64(0.17), np.float64(0.16), np.float64(0.16), np.float64(0.15), np.float64(0.15), np.float64(0.14), np.float64(0.14), np.float64(0.13)]","[np.float64(255.28), np.float64(268.13), np.float64(265.85), np.float64(279.17), np.float64(275.86), np.float64(289.63), np.float64(285.18), np.float64(299.35), np.float64(293.41), np.float64(308.11), np.float64(300.39)]",64.44,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1436,"[80.0, 68.0, 55.79, 48.7, 43.33, 45.56, 48.15, 50.0, 52.96, 55.56, np.float64(104.59)]","[71.11, 85.0, 100.95, 124.44, 156.0, 189.23, 236.36, 300.0, 408.57, 500.0, np.float64(104.59)]","[73.85, 63.75, 53.0, 46.67, 46.8, 49.2, 52.0, 64.29, 84.12, 115.38, np.float64(104.59)]",0.127,0.0761,0.1219,652.64,2276.25,753.65
Barak Valley Cements Limited (NSEI:BVCL),NSEI:BVCL,Construction Supplies,Materials,176,183,234,156,159,210,-5,2,4,10,9,8,6,7,7,286%,34%,43%,0%,0%,0%,22,22,22,86,91,98,78,61,49,44,59,65,147,140,135,0,0,0,0,0,0,83,93,99,-6,23,16,53,1,-5,-46,-26,-10,99.2,45.7,55.13,Business Overview: [1] Company is engaged in the business of manufacturing of cement of different grades and is marketing its product under brand name Valley Strong Cement and has diversified its business in Power Generation and Tea Cultivation lines through its subsidiaries,Micro,32,33,30,0.136752137,0.180327869,0.170454545,0.162511517,2.170678337,0.423931624,91.66666667,99,93,83,0,-5,-0.15625,-0.121212121,120,113,108,169,174,186,0.189349112,0.189655172,0.161290323,-10.2,-0.583333333,0.289940828,0.350574713,0.419354839,14.63371393,1.6,17.1,16.38492297,1,0.021367521,"[8, 7, 7, 7, 6, 6, 6, 6, 6, 5, 5]","[253, 270, 289, 310, 328, 348, 369, 391, 414, 435, 457]",FALSE,"[np.float64(0.14), np.float64(0.14), np.float64(0.14), np.float64(0.14), np.float64(0.14), np.float64(0.14), np.float64(0.14), np.float64(0.14), np.float64(0.14), np.float64(0.14), np.float64(0.14)]","[np.float64(24.79), np.float64(26.46), np.float64(28.32), np.float64(30.38), np.float64(32.14), np.float64(34.1), np.float64(36.16), np.float64(38.32), np.float64(40.57), np.float64(42.63), np.float64(44.79)]",28.57,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1069,"[15.83, 11.33, 10.0, 9.13, 6.67, 7.41, 7.78, 8.15, 8.52, 7.78, np.float64(20.95)]","[14.07, 14.17, 18.1, 23.33, 24.0, 30.77, 38.18, 48.89, 65.71, 70.0, np.float64(20.95)]","[14.62, 10.62, 9.5, 8.75, 7.2, 8.0, 8.4, 10.48, 13.53, 16.15, np.float64(20.95)]",0.163,0.0826,0.1543,113.55,368.17,128.2
Grasim Industries Limited (NSEI:GRASIM),NSEI:GRASIM,Construction Supplies,Materials,95701,117627,130978,75270,96038,103783,1648,3733,783,4776,6044,9277,"4,161","4,552","5,001",15%,25%,28%,9%,10%,12%,132,132,133,75567,78610,88520,74744,103039,137155,138706,155042,186309,88996,94896,100494,6615,7778,18358,96766,105355,129306,96771,128793,163959,7038,-12685,-10719,-1053,-13712,-23114,-6733,26469,33908,158747,2410,43.11,"Strong Parentage [1] Grasim is a part of Aditya Birla Group which is one of the largest business groups of India. Group's key companies include Grasim, Hindalco, Ultratech, Aditya Birla Capital, Century, Fashion and Retail, Vodafone etc.",Large,36472,27633,25207,0.278458978,0.234920554,0.263393277,0.25892427,65.87012448,1.212012704,129841,311623,241926,200152,38430,25438,0.419938583,0.4243477,88653,78742,75699,225808,181781,150443,0.16151775,0.152012587,0.16755183,0.303245736,0.699661753,0.607396549,0.566830417,0.49682604,6.33981033,1,13.5,9.150925503,0.317817513,0.176472385,"[8, 7, 7, 7, 6, 6, 6, 6, 6, 5, 5]","[141456, 151358, 161953, 173290, 183687, 194709, 206391, 218775, 231901, 243496, 255671]",TRUE,"[np.float64(0.28), np.float64(0.26), np.float64(0.25), np.float64(0.24), np.float64(0.22), np.float64(0.21), np.float64(0.2), np.float64(0.18), np.float64(0.17), np.float64(0.15), np.float64(0.14)]","[np.float64(27725.38), np.float64(27547.16), np.float64(28341.78), np.float64(29112.72), np.float64(28287.8), np.float64(28622.22), np.float64(28894.74), np.float64(27565.65), np.float64(27596.22), np.float64(25567.08), np.float64(25055.76)]",-3813.74,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1069,"[8731.67, 6601.33, 5576.32, 4929.13, 3850.74, 4082.22, 4326.67, 4586.67, 4861.48, 4294.44, np.float64(11719.25)]","[7761.48, 8251.67, 10090.48, 12596.67, 13862.67, 16956.92, 21240.0, 27520.0, 37502.86, 38650.0, np.float64(11719.25)]","[8060.0, 6188.75, 5297.5, 4723.75, 4158.8, 4408.8, 4672.8, 5897.14, 7721.18, 8919.23, np.float64(11719.25)]",0.0921,0.0608,0.0894,63559.92,206152,71767.2
Pokarna Limited (BSE:532486),BSE:532486,Construction Supplies,Materials,650,725,687,473,553,477,7,9,8,42,49,40,39,40,43,23%,28%,36%,2%,3%,2%,6,6,6,437,501,586,515,459,401,214,138,221,758,733,710,1,1,65,0,0,0,412,371,440,59,136,188,-210,-25,-32,161,-114,-108,3218,1040,56.66,"Product Offerings The company’s color palette includes over 75 varieties of granite sourced from India, Ukraine, Madagascar, and Norway. Some of them are Arctic Breeze, Bellini, Donatello, Artisan Wool Calacatta Capri, Masaccio, etc [1] [2]",Small,250,221,219,0.363901019,0.304827586,0.336923077,0.335217227,3.094230769,4.684133916,407.6666667,505,372,413,50,35,0.072,0.045248869,592,507,443,993,966,958,0.251762336,0.228778468,0.228601253,-1.407407407,9.375,0.403826788,0.47515528,0.537578288,9.601927805,1.4,15.9,13.35666974,0.565432099,0.04657933,"[8, 7, 7, 7, 6, 6, 6, 6, 6, 5, 5]","[742, 794, 849, 909, 963, 1021, 1083, 1148, 1216, 1277, 1341]",FALSE,"[np.float64(0.36), np.float64(0.34), np.float64(0.32), np.float64(0.3), np.float64(0.27), np.float64(0.25), np.float64(0.23), np.float64(0.21), np.float64(0.18), np.float64(0.16), np.float64(0.14)]","[np.float64(186.98), np.float64(188.97), np.float64(190.18), np.float64(190.89), np.float64(182.01), np.float64(178.68), np.float64(174.36), np.float64(168.76), np.float64(153.22), np.float64(143.02), np.float64(131.42)]",-79.37,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1069,"[45.83, 34.67, 28.95, 26.09, 20.0, 21.48, 22.96, 24.07, 25.19, 22.59, np.float64(61.47)]","[40.74, 43.33, 52.38, 66.67, 72.0, 89.23, 112.73, 144.44, 194.29, 203.33, np.float64(61.47)]","[42.31, 32.5, 27.5, 25.0, 21.6, 23.2, 24.8, 30.95, 40.0, 46.92, np.float64(61.47)]",0.1131,0.0711,0.1094,333.3,1080.61,376.25
Saurashtra Cement Limited (BSE:502175),BSE:502175,Construction Supplies,Materials,1451,1645,1765,1387,1639,1635,16,13,15,9,9,8,33,39,47,38%,-24%,37%,0%,0%,39%,111,57,111,794,825,817,104,66,85,388,409,558,813,831,872,78,51,31,0,0,0,505,475,667,-8,21,155,-30,32,-157,31,-49,3,1089,98,66.78,"Products SCL produces Ordinary Portland Cement(OPC) 53 Grade, Portland Pozzolana Cement and Portland Slag Cement & Clinker. [1]",Small,138,15,73,0.078186969,0.009118541,0.050310131,0.04587188,11.1122449,0.616997167,549,698,526,583,23,-78,-0.971014493,-3.066666667,928,882,905,1013,948,1009,0.136229023,0.015822785,0.07234886,1.846153846,-3.180327869,0.083909181,0.069620253,0.103072349,10.56732483,1.4,15.9,15.4525396,1.124203822,0.088951841,"[8, 7, 7, 7, 6, 6, 6, 6, 6, 5, 5]","[1906, 2040, 2182, 2335, 2475, 2624, 2781, 2948, 3125, 3281, 3445]",FALSE,"[np.float64(0.08), np.float64(0.08), np.float64(0.09), np.float64(0.1), np.float64(0.1), np.float64(0.11), np.float64(0.12), np.float64(0.12), np.float64(0.13), np.float64(0.13), np.float64(0.14)]","[np.float64(106.74), np.float64(114.24), np.float64(137.47), np.float64(163.45), np.float64(173.25), np.float64(202.05), np.float64(233.6), np.float64(247.63), np.float64(284.38), np.float64(298.57), np.float64(337.61)]",329.81,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1069,"[117.5, 89.33, 74.74, 66.52, 51.85, 55.19, 58.15, 61.85, 65.56, 57.78, np.float64(157.91)]","[104.44, 111.67, 135.24, 170.0, 186.67, 229.23, 285.45, 371.11, 505.71, 520.0, np.float64(157.91)]","[108.46, 83.75, 71.0, 63.75, 56.0, 59.6, 62.8, 79.52, 104.12, 120.0, np.float64(157.91)]",0.1745,0.0822,0.1639,856.38,2777.43,966.91
Dhatre Udyog Limited (BSE:540080),BSE:540080,Steel,Materials,12,107,208,11,100,203,102,3,12,0,0,0,1,1,1,35%,28%,28%,0%,0%,0%,0.55,11,11,49,50,60,3,1,0,1,1,6,9,9,9,0,0,0,0,0,18,44,54,49,0,-2,22,0,0,-20,1,3,-1,113,10.3,64.33,"Business Overview: [1] DUL is a Secondary Steel Producer and manufacturer of TMT bars including Rebars, MS Grade Angels, Flats, Squares, Rounds, different sized wire rod coils",Micro,5,7,1,0.024038462,0.065420561,0.083333333,0.057597452,10.97087379,0.543269231,49,67,54,44,8,10,-2.4,1.428571429,71,61,49.55,71,62,52.55,0.070422535,0.112903226,0.019029496,11.22222222,10.05291005,0,0.016129032,0.057088487,,1.6,17.1,,2.736842105,0.096153846,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[218, 229, 241, 253, 265, 279, 293, 307, 323, 339, 356]",FALSE,"[np.float64(0.02), np.float64(0.04), np.float64(0.05), np.float64(0.06), np.float64(0.07), np.float64(0.09), np.float64(0.1), np.float64(0.11), np.float64(0.12), np.float64(0.14), np.float64(0.15)]","[np.float64(3.05), np.float64(6.41), np.float64(8.44), np.float64(10.63), np.float64(12.98), np.float64(17.58), np.float64(20.51), np.float64(23.64), np.float64(27.13), np.float64(33.22), np.float64(37.38)]",49.04,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1033,"[8.33, 7.33, 6.32, 5.22, 4.44, 5.19, 5.19, 5.19, 5.93, 5.93, np.float64(18.09)]","[7.41, 9.17, 11.43, 13.33, 16.0, 21.54, 25.45, 31.11, 45.71, 53.33, np.float64(18.09)]","[7.69, 6.88, 6.0, 5.0, 4.8, 5.6, 5.6, 6.67, 9.41, 12.31, np.float64(18.09)]",0.2554,0.1087,0.2357,77.16,252.57,88.05
Facor Alloys Limited (BSE:532656),BSE:532656,Steel,Materials,259,321,154,253,320,176,23,2,0,1,1,3,2,2,2,33%,-23100%,-30%,0%,0%,0%,20,20,20,152,169,141,15,8,9,36,51,31,130,114,110,0,0,0,0,0,0,92,133,91,-1,-31,-15,7,39,11,-1,-8,-1,85.6,4.38,44.29,"Business Overview: [1] [2] FAL was formed as a part of a restructuring scheme sanctioned for Ferro Alloys Corp. Ltd (FACOR). It is ISO 9001:2015 certified producer and exporter of Ferro Alloys, used to manufacture Steel and Stainless Steel",Micro,-19,2,7,-0.123376623,0.00623053,0.027027027,-0.030039689,19.543379,0.555844156,105.3333333,91,133,92,-22,26,0.578947368,32.5,161,189,172,170,197,187,-0.111764706,0.010152284,0.037433155,6.185185185,6.2,0.052941176,0.040609137,0.080213904,17.5,1.6,17.1,17.12117647,0.766169154,-0.071428571,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[162, 170, 178, 187, 197, 206, 217, 228, 239, 251, 263]",FALSE,"[-0.12, -0.04, 0.02, 0.02, 0.04, 0.06, 0.08, 0.09, 0.11, 0.13, 0.15]","[-13.61, -4.76, 2.49, 2.62, 5.52, 8.65, 12.15, 14.36, 18.4, 22.84, 27.62]",58.9,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1033,"[6.67, 5.33, 4.21, 3.91, 3.7, 3.33, 4.07, 4.07, 4.07, 4.44, 13.37]","[5.93, 6.67, 7.62, 10.0, 13.33, 13.85, 20.0, 24.44, 31.43, 40.0, 13.37]","[6.15, 5.0, 4.0, 3.75, 4.0, 3.6, 4.4, 5.24, 6.47, 9.23, 13.37]",0.1068,0.0665,0.103,57.17,186.64,65.21
Sobha Limited (NSEI:SOBHA),NSEI:SOBHA,Real Estate (Development),Real Estate,2561,3310,3097,2028,2941,2820,84,92,121,308,249,246,72,68,78,27%,28%,34%,16%,27%,58%,95,95,95,2328,2400,2419,2529,2027,1940,6578,8054,9228,852,899,946,0,2,5,115,115,115,10564,11560,12615,826,1150,647,38,-237,-475,-889,-773,-338,12210,1288,52.78,"Business Segments H1FY25 A) Real Estate (81%) :  Development of residential and commercial properties under the SOBHA brand name with a significant focus on Luxury Projects. B) Contractual and Manufacturing (19%) : EPC contracts catering to external institutional clients. In Manufacturing it deals with Construction sector-related production capabilities like Concrete, Glazing, Interiors, etc., supporting in-house projects and servicing external clients. [1] [2]",Mid,523,618,841,0.168873103,0.186706949,0.328387349,0.227989133,9.479813665,3.942525024,11579.66667,12735,11677,10679,-116,-478,-1.13001912,-1.156957929,2514,2495,2423,4454,4522,4952,0.117422542,0.136665192,0.169830372,3.132352941,-1.741860465,0.435563538,0.448252985,0.510702746,12.38110098,1.2,14.7,13.68997214,0.226372341,0.153374233,"[15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5]","[3562, 4060, 4588, 5139, 5704, 6274, 6839, 7386, 7903, 8377, 8796]",TRUE,"[np.float64(0.17), np.float64(0.17), np.float64(0.17), np.float64(0.17), np.float64(0.17), np.float64(0.16), np.float64(0.16), np.float64(0.16), np.float64(0.16), np.float64(0.16), np.float64(0.16)]","[np.float64(423.88), np.float64(483.14), np.float64(545.97), np.float64(611.54), np.float64(678.78), np.float64(702.69), np.float64(765.97), np.float64(827.23), np.float64(885.14), np.float64(938.22), np.float64(985.15)]",801.81,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0542,"[387.5, 332.0, 277.89, 239.57, 209.26, 211.11, 209.26, 202.59, 191.48, 175.56, np.float64(908.81)]","[344.44, 415.0, 502.86, 612.22, 753.33, 876.92, 1027.27, 1215.56, 1477.14, 1580.0, np.float64(908.81)]","[357.69, 311.25, 264.0, 229.58, 226.0, 228.0, 226.0, 260.48, 304.12, 364.62, np.float64(908.81)]",0.1362,0.0708,0.1298,3345.03,9713.55,3680.55
Ajmera Realty & Infra India Limited (BSE:513349),BSE:513349,Real Estate (General/Diversified),Real Estate,483,431,700,366,307,499,6,10,8,59,36,69,2,2,2,25%,26%,25%,18%,15%,14%,35,35,35,674,738,830,868,843,808,441,303,290,66,69,71,0,0,0,25,66,110,1928,1785,1782,-64,135,220,29,-45,-72,33,-86,-97,3623,921,68.23,"Domestic Projects In Mumbai, the company has Ajmera i-Land (Aeon, Zeon, Treon), Ajmera Greenfinity, Ajmera Sikova, Followed by Ajmera Lugaano,  Ajmera Nucleus in Bengaluru and Casa Vyoma, Enigma in Ahmedabad. [1]",Small,270,160,176,0.385714286,0.371229698,0.364389234,0.373777739,3.933767644,5.175714286,1831.666667,1892,1851,1953,54,36,-0.066666667,-0.05625,865,773,709,1673,1616,1577,0.16138673,0.099009901,0.111604312,4.719298246,-1.333333333,0.482964734,0.521658416,0.550412175,6.535767206,1.4,15.9,11.3774058,0.356597045,0.102857143,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[735, 772, 810, 851, 893, 938, 985, 1034, 1086, 1140, 1197]",FALSE,"[np.float64(0.39), np.float64(0.38), np.float64(0.38), np.float64(0.37), np.float64(0.37), np.float64(0.36), np.float64(0.36), np.float64(0.35), np.float64(0.35), np.float64(0.34), np.float64(0.34)]","[np.float64(200.65), np.float64(205.35), np.float64(215.46), np.float64(220.41), np.float64(231.29), np.float64(236.38), np.float64(248.22), np.float64(253.33), np.float64(266.07), np.float64(271.32), np.float64(284.89)]",120.34,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0441,"[29.17, 24.67, 20.0, 17.83, 15.56, 16.67, 17.41, 18.15, 19.26, 20.0, np.float64(323.0)]","[25.93, 30.83, 36.19, 45.56, 56.0, 69.23, 85.45, 108.89, 148.57, 180.0, np.float64(323.0)]","[26.92, 23.12, 19.0, 17.08, 16.8, 18.0, 18.8, 23.33, 30.59, 41.54, np.float64(323.0)]",0.145,0.1103,0.1422,521.72,1109.65,558.18
The Phoenix Mills Limited (BSE:503100),BSE:503100,Real Estate (General/Diversified),Real Estate,1460,2616,3972,725,1096,1790,74,721,126,295,341,396,186,228,270,24%,12%,19%,18%,7%,8%,36,36,36,6547,8344,9422,3982,4259,4639,3765,4787,5051,7508,10964,13137,2049,2295,1503,2317,1282,1725,2456,2884,2782,781,1356,2162,-2841,-1528,-1859,2228,132,-299,54105,1515,47.26,Segment Wise Revenue in FY23 [1] Property & Related Services - 81% Hospitality Services - 19%,Large,2578,1861,1030,0.649043303,0.711391437,0.705479452,0.688638064,35.71287129,13.62160121,2707.333333,6010,6461,6822,-715,-1383,-0.99844841,-1.564212789,9458,8380,6583,14097,12639,10565,0.182875789,0.147242662,0.097491718,0.930041152,0.557377049,0.329077109,0.336972862,0.376904875,7.983744772,1,13.5,11.68472668,0.207447642,0.468026183,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[4171, 4379, 4598, 4828, 5069, 5323, 5589, 5868, 6162, 6470, 6793]",TRUE,"[np.float64(0.65), np.float64(0.62), np.float64(0.59), np.float64(0.56), np.float64(0.53), np.float64(0.49), np.float64(0.46), np.float64(0.43), np.float64(0.4), np.float64(0.37), np.float64(0.34)]","[np.float64(1897.8), np.float64(1900.49), np.float64(1898.97), np.float64(1892.58), np.float64(1880.6), np.float64(1825.79), np.float64(1799.66), np.float64(1766.27), np.float64(1725.36), np.float64(1675.73), np.float64(1616.73)]",-401.53,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0441,"[165.83, 138.67, 115.26, 100.0, 89.26, 94.07, 98.52, 103.33, 108.89, 114.07, np.float64(1833.03)]","[147.41, 173.33, 208.57, 255.56, 321.33, 390.77, 483.64, 620.0, 840.0, 1026.67, np.float64(1833.03)]","[153.08, 130.0, 109.5, 95.83, 96.4, 101.6, 106.4, 132.86, 172.94, 236.92, np.float64(1833.03)]",0.1101,0.0903,0.1086,2960.93,6300.31,3168.56
SRM Energy Limited (BSE:523222),BSE:523222,Power,Utilities,0,0,0,0.69,1.99,0.7,-0.08,-0.28,-0.07,0,0,0,0,0.01,0,1.30%,0.00%,1.30%,0.00%,0.00%,0.00%,9.06,9.06,9.06,-52.07,-54.35,-55.14,46.57,46.47,46.03,0.04,0.06,0.08,0.01,0.01,0,0,0,0,1.38,0.9,0,2.21,0.33,0.03,-0.63,-0.9,-0.66,-0.74,0.84,1.07,-1.22,-0.1,-0.44,10.9,12.1,71.19,Business Overview: [1] SRMEL (formerly Hitkari Fibres Ltd) is a part of the Spice Energy Group. It is a Special Purpose Vehicle formed when SRM Energy Private Ltd. was merged with Hitkari Fibres Ltd to facilitate fund raising and resource mobilization. It was engaged to develop and implement power projects,Nano,-0.7,-1.99,-0.69,#NAME?,#NAME?,#NAME?,#NAME?,0.900826446,inf,0.856666667,0.03,1.23,3.59,-1.22,-2.38,0.214285714,0.773869347,-46.08,-45.29,-43.01,-0.05,1.18,3.56,14,-1.686440678,-0.193820225,0,0,-920.6,39.38135593,13.08146067,0,1.8,18.3,16865.28,0,#NAME?,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",FALSE,"[-inf, -inf, 0.02, 0.02, 0.07, 0.12, 0.17, 0.22, 0.27, 0.32, 0.37]","[nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0874,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,0,0,0,0,0
