Name,Ticker,Sub-Industry,Industry,sales_2022,sales_2023,sales_2024,expenses_2022,expenses_2023,expenses_2024,other_income_2022,other_income_2023,other_income_2024,interest_2022,interest_2023,interest_2024,depreciation_2022,depreciation_2023,depreciation_2024,tax%_2022,tax%_2023,tax%_2024,div_payout%_2022,div_payout%_2023,div_payout%_2024,equity_capital_2022,equity_capital_2023,equity_capital_2024,reserves_2022,reserves_2023,reserves_2024,borrowings_2022,borrowings_2023,borrowings_2024,CL_2022,CL_2023,CL_2024,fixed_assets_2022,fixed_assets_2023,fixed_assets_2024,cwip_2022,cwip_2023,cwip_2024,investments_2022,investments_2023,investments_2024,other_assets_2022,other_assets_2023,other_assets_2024,cfo_2022,cfo_2023,cfo_2024,cfi_2022,cfi_2023,cfi_2024,cff_2022,cff_2023,cff_2024,MCap,Price,P/E,PromoterHold,About,MCap_category,EBIT_2024,EBIT_2023,EBIT_2022,operating_margin_24,operating_margin_23,operating_margin_22,avg_operating_margin,shares_outstanding,P/R,cash,CA_2024,CA_2023,CA_2022,Change_WC_24-23,Change_WC_23-22,Reinv_rate_24,Reinv_rate_23,Equity_2024,Equity_2023,Equity_2022,invested_capital_2024,invested_capital_2023,invested_capital_2022,ROC_2024,ROC_2023,ROC_2022,sales_to_capital_24-23,sales_to_capital_23-22,debt%_2024,debt%_2023,debt%_2022,Kd,Beta,Ke,WACC,asset_turnover,capex/revenue,Revenue Growth Rates,Forecasted Revenues,Comparison with Biggest Player,Operating Margin Forecast,Forecasted EBIT,growth in operating income,sales/capital scenario 1,sales/capital scenario 2,sales/capital scenario 3,Industry ROIC,Forecasted Reinvestment Scenario 1,Forecasted Reinvestment Scenario 2,Forecasted Reinvestment Scenario 3,Year 10 ROIC(1),Year 10 ROIC(2),Year 10 ROIC(3),total_reinvestment(1),total_reinvestment(2),total_reinvestment(3),best_scenario,fcff,PV_FCFF,share_price
JSW Steel Limited (BSE:500228),BSE:500228,Steel,Materials,146371,165960,175006,107257,147490,146849,1600,1561,1500,4968,6902,8105,"6,001","7,474","8,172",30%,27%,33%,25%,25%,25%,301,301,305,66996,65394,77364,72237,80853,87984,56951,63991,62245,99880,104452,112461,16905,22166,29676,4940,4806,7246,74760,79115,78515,26270,23323,12078,-14748,-10730,-14467,-14657,-5977,-5005,223370,915,63.8,44.85,"Product Portfolio The company's diversified portfolio comprises products under hot-rolled, cold-rolled, galvanneal, galvanised/galvalume, pre-painted, tinplate, electrical steel, TMT bar, wire rod, special steel bar, round and bloom categories. [1]",Large,36262,25372,44082,0.207204324,0.152880212,0.301166215,0.220416917,244.1202186,1.276356239,77463.33333,115437,106087,96605,11096,2442,-0.09296233,-0.326659309,77669,65695,67297,165653,146548,139534,0.21890337,0.173130988,0.315923001,0.473488616,2.792842886,0.531134359,0.551716844,0.517701779,8.208581322,1,13.5,10.68954573,0.767913716,0.082665737,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[183756, 192944, 202591, 212721, 223357, 234525, 246251, 258564, 271492, 285066, 299320]",TRUE,"[0.21, 0.2, 0.2, 0.19, 0.18, 0.18, 0.17, 0.17, 0.16, 0.16, 0.15]","[27012.13, 27012.16, 28362.74, 28291.89, 28142.98, 29550.15, 29303.87, 30769.12, 30407.1, 31927.39, 31428.6]",6309.24,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1033,"[7291.67, 6125.33, 5077.37, 4404.35, 3939.26, 4136.3, 4342.96, 4560.37, 4788.15, 5027.41, 15212.29]","[6481.48, 7656.67, 9187.62, 11255.56, 14181.33, 17181.54, 21320.0, 27362.22, 36937.14, 45246.67, 15212.29]","[6730.77, 5742.5, 4823.5, 4220.83, 4254.4, 4467.2, 4690.4, 5863.33, 7604.71, 10441.54, 15212.29]",0.1483,0.0881,0.1422,64905.46,212022.52,74051.47,1,"[19720.46, 20886.83, 23285.370000000003, 23887.54, 24203.72, 25413.850000000002, 24960.91, 26208.75, 25618.949999999997, 26899.98, 16216.309999999998]","[17816.00951538276, 17047.445934595416, 17169.724546888752, 15912.741465861242, 14566.29478130037, 13817.543217281496, 12260.669299872874, 11630.368287534267, 10270.743423258631, 9742.847527087479, 103230.58640191199]",1275.843966
Kridhan Infra Limited (BSE:533482),BSE:533482,Steel,Materials,17,6,1,18,6,1,-393,-55,-25,3,0,0,3,1,0,0%,1%,0%,0%,0%,0%,19,19,19,-331,-382,-374,22,20,27,341,372,361,21,17,17,0,0,0,12,2,2,18,10,14,0,2,-5,1,0,0,-1,-1,5,44.2,4.68,,47.15,"Business Overview: [1] Company is a service provider in foundation engineering across construction and infrastructure sectors in India and South East Asia. Company is present across the value chain of foundation engineering, from soil investigation to piling",Nano,0,0,2,0,0,0.117647059,0.039215686,9.444444444,44.2,14,16,12,30,15,-49,inf,#NAME?,-355,-363,-312,-328,-343,-290,0,0,-0.006896552,-0.333333333,0.20754717,-0.082317073,-0.058309038,-0.075862069,4.545454545,1.8,18.3,19.43223392,0.03030303,0,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]",FALSE,"[0.0, 0.02, 0.03, 0.04, 0.06, 0.08, 0.09, 0.1, 0.12, 0.14, 0.15]","[0.0, 0.01, 0.02, 0.03, 0.04, 0.06, 0.06, 0.07, 0.17, 0.2, 0.21]",0.3,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1033,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37, 0.0, 0.1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.86, 0.0, 0.1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.59, 0.0, 0.1]",-0.0006,-0.0006,-0.0006,0.47,2.96,0.69,1,"[0.0, 0.01, 0.02, 0.03, 0.04, 0.06, 0.06, 0.07, -0.19999999999999998, 0.2, 0.10999999999999999]","[0.0, 0.007010627445087594, 0.011739925168799644, 0.014744669152144622, 0.01646084831833228, 0.020673876445352304, 0.017310131248488635, 0.016909298653815963, -0.04045162706957427, 0.03386994091989282, 0.1290754265988791]",0.129953977
Lloyds Metals and Energy Limited (BSE:512455),BSE:512455,Steel,Materials,692,3353,6522,546,2539,4793,-22,-1124,53,18,65,6,18,23,49,-11%,-27%,28%,19%,0%,4%,37,50,51,445,1478,2760,96,4,33,246,493,1094,400,532,1235,86,298,1268,0,37,29,338,1159,1406,-78,-516,1701,-57,-612,-1725,149,1143,-1,64224,1227,42.1,63.48,Revenue Breakup FY23 Iron ore mining- 78% Sponge Iron manufacturing- 19% Power Generation- 3% [1],Large,1735,879,164,0.266022692,0.262153296,0.23699422,0.255056736,52.34229829,9.847286109,967.6666667,2703,1494,424,608,823,-0.643804035,0.240045506,2811,1528,482,2844,1532,578,0.610056259,0.573759791,0.283737024,2.415396341,2.789308176,0.011603376,0.002610966,0.166089965,553.9772727,1,13.5,19.77136076,1.656170645,0.26448942,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[6848, 7191, 7550, 7928, 8324, 8740, 9177, 9636, 10118, 10624, 11155]",FALSE,"[0.27, 0.25, 0.24, 0.23, 0.22, 0.21, 0.2, 0.18, 0.17, 0.16, 0.15]","[1294.27, 1258.42, 1268.4, 1276.41, 1281.9, 1284.78, 1284.78, 1214.14, 1204.04, 1189.89, 1171.27]",-175.71,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1033,"[271.67, 228.67, 188.95, 164.35, 146.67, 154.07, 161.85, 170.0, 178.52, 187.41, 566.93]","[241.48, 285.83, 341.9, 420.0, 528.0, 640.0, 794.55, 1020.0, 1377.14, 1686.67, 566.93]","[250.77, 214.38, 179.5, 157.5, 158.4, 166.4, 174.8, 218.57, 283.53, 389.23, 566.93]",0.2534,0.1169,0.2362,2419.09,7902.5,2760.01,2,"[1052.79, 972.5900000000001, 926.5000000000001, 856.4100000000001, 753.9000000000001, 644.78, 490.23, 194.1400000000001, -173.10000000000014, -496.78, 604.34]","[878.9997820213882, 677.9908494799635, 539.245429023708, 416.16906504245196, 305.8784104421302, 218.4206300334277, 138.65291310214846, 45.84491326224274, -34.12873680912924, -81.7775821094748, 673.4897614576986]",116.9121781
Maharashtra Seamless Limited (BSE:500265),BSE:500265,Steel,Materials,4211,5716,5404,3628,4705,4205,111,88,142,45,38,8,138,138,110,-35%,17%,22%,5%,9%,14%,34,67,67,3951,4707,5664,709,244,0,695,841,857,2135,2016,1950,13,14,3,646,1177,2098,2593,2651,2537,-269,912,1041,563,-386,-722,-286,-542,-320,8107,606,10.8,68.06,"Business Overview: [1] MSL is a part of the D. P. Jindal Group. It manufactures Seamless and Electric Resistance Welded (ERW) pipes. It has also developed a renewable power portfolio Product Categories: a) Electrical Resistance Welding Pipes: [2] Company manufactures MS Black ERW pipes and Galvanized ERW pipes in various sizes, grades and specifications. ERW pipes have various applications like fencing, line pipe, scaffolding etc. b) Seamless Pipe: [3] It is a  pipe without a seam or a weld-joint in contrast to Seam or Welded pipe. MSL is also the only manufacturer in India to offer the maximum size range upto 20â catering to customers across all sectors. It exports to US, Canada, Latin America, Europe, Africa & Asia c) Coated Pipes: [4] Pipeline coating protects ERW /Seamless pipes from corrosion, from moisture, other harmful chemicals. Types of coatings available are 3 LPE (External 3 Layer Polyethylene)-link, 3LPP (External 3 Layer Polypropylene)-link, FBE (External Fusion Bonded Epoxy (Single / Dual Layer))-link, Internal Epoxy Coating-link",Mid,1207,1049,628,0.223353072,0.183519944,0.149133223,0.185335413,13.37788779,1.500185048,2593.666667,4638,3842,3252,780,444,0.048053024,0.055290753,5731,4774,3985,5731,5018,4694,0.210608969,0.209047429,0.133787814,-0.437587658,4.645061728,0,0.04862495,0.151043886,inf,1.2,14.7,,0.820279296,0.133604737,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[5674, 5958, 6256, 6569, 6897, 7242, 7604, 7984, 8383, 8803, 9243]",FALSE,"[0.22, 0.22, 0.21, 0.2, 0.19, 0.19, 0.18, 0.17, 0.16, 0.16, 0.15]","[873.8, 917.53, 919.63, 919.66, 917.3, 963.19, 958.1, 950.1, 938.9, 985.94, 970.52]",138.17,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1033,"[225.0, 189.33, 156.84, 136.09, 121.48, 127.78, 134.07, 140.74, 147.78, 155.56, 469.76]","[200.0, 236.67, 283.81, 347.78, 437.33, 530.77, 658.18, 844.44, 1140.0, 1400.0, 469.76]","[207.69, 177.5, 149.0, 130.42, 131.2, 138.0, 144.8, 180.95, 234.71, 323.08, 469.76]",0.1357,0.0835,0.1306,2004.43,6548.74,2287.11,1,"[648.8, 728.1999999999999, 762.79, 783.5699999999999, 795.8199999999999, 835.4100000000001, 824.03, 809.36, 791.12, 830.3800000000001, 500.76]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",
Pennar Industries Limited (BSE:513228),BSE:513228,Steel,Materials,2266,2895,3131,2094,2673,2858,17,33,40,78,91,115,54,65,66,25%,23%,25%,0%,0%,0%,71,67,67,664,711,809,646,685,785,760,855,978,644,721,697,76,18,218,45,27,22,1376,1552,1704,195,244,225,-98,-26,-256,-92,-113,-22,2087,155,19.5,39.67,Business Segments,Small,388,313,250,0.12392207,0.108117444,0.110326567,0.114122027,13.46451613,0.666560204,1544,1944,1597,1497,224,5,-0.082474227,-0.067092652,876,778,735,1661,1463,1381,0.23359422,0.213943951,0.18102824,1.191919192,7.670731707,0.472606863,0.468215995,0.467776973,13.33621882,1.4,15.9,14.68833942,1.185535782,0.081763015,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[3288, 3452, 3625, 3806, 3996, 4196, 4406, 4626, 4857, 5100, 5355]",FALSE,"[0.12, 0.13, 0.13, 0.13, 0.13, 0.14, 0.14, 0.14, 0.14, 0.15, 0.15]","[276.19, 314.13, 329.88, 346.35, 363.64, 411.21, 431.79, 453.35, 475.99, 535.5, 562.28]",408.7,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1033,"[130.83, 109.33, 91.05, 78.7, 70.37, 74.07, 77.78, 81.48, 85.56, 90.0, 272.16]","[116.3, 136.67, 164.76, 201.11, 253.33, 307.69, 381.82, 488.89, 660.0, 810.0, 272.16]","[120.77, 102.5, 86.5, 75.42, 76.0, 80.0, 84.0, 104.76, 135.88, 186.92, 272.16]",0.21,0.1033,0.1973,1161.33,3792.73,1324.91,1,"[145.35999999999999, 204.8, 238.82999999999998, 267.65000000000003, 293.27, 337.14, 354.01, 371.87, 390.43, 445.5, 290.11999999999995]","[126.74348650954954, 155.701007612954, 158.3182879698131, 154.69995568973073, 147.7989389148039, 148.14762544140015, 135.63778150546923, 124.23301550005827, 113.72862783941136, 113.15013132339077, 760.5638465784797]",341.7666599
Surya Roshni Limited (NSEI:SURYAROSNI),NSEI:SURYAROSNI,Steel,Materials,7731,7997,7809,7288,7383,7237,6,5,14,64,45,24,108,115,117,26%,27%,26%,10%,11%,16%,53,54,54,1494,1810,2112,593,418,16,974,776,739,943,912,835,53,8,17,0,0,0,2119,2136,2070,285,280,540,-54,-33,-51,-231,-246,-454,5765,265,18,62.47,"Brand Reputation It is the leading manufacturer of ERW GI Pipes in India. It is also the leading exporter of ERW Pipes with a 60% market share. It is a leader in South India and among the top 3 in North India for GI Pipes. [1] It is ranked no. 1 in states such as AP, Telangana, MP, Chhattisgarh, UP, and Jharkhand; ranked no. 2 in Karnataka, Delhi, Maharashtra, Bihar, Rajasthan, and Uttarakhand, among others. [2]",Mid,596,659,507,0.076322192,0.082405902,0.065580132,0.074769409,21.75471698,0.738250736,2108.333333,2087,2144,2172,-20,170,-0.119127517,0.207890744,2166,1864,1547,2182,2282,2140,0.273143905,0.28878177,0.236915888,1.88,1.873239437,0.007332722,0.183172656,0.277102804,57.18604345,1.2,14.7,15.01153836,2.6724846,0.006530926,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[8199, 8609, 9040, 9492, 9966, 10465, 10988, 11537, 12114, 12720, 13356]",FALSE,"[0.08, 0.08, 0.09, 0.1, 0.11, 0.11, 0.12, 0.13, 0.14, 0.14, 0.15]","[459.14, 482.1, 569.52, 664.44, 767.38, 805.8, 922.99, 1049.87, 1187.17, 1246.56, 1402.38]",1347.49,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1033,"[325.0, 273.33, 226.84, 196.52, 175.56, 184.81, 193.7, 203.33, 213.7, 224.44, 678.79]","[288.89, 341.67, 410.48, 502.22, 632.0, 767.69, 950.91, 1220.0, 1648.57, 2020.0, 678.79]","[300.0, 256.25, 215.5, 188.33, 189.6, 199.6, 209.2, 261.43, 339.41, 466.15, 678.79]",0.2834,0.1137,0.2593,2896.02,9461.22,3304.26,1,"[134.14, 208.77000000000004, 342.67999999999995, 467.9200000000001, 591.8199999999999, 620.99, 729.29, 846.5399999999998, 973.47, 1022.1199999999999, 723.5900000000001]","[116.63177618190886, 157.8284408604058, 225.24985538090948, 267.42743475924436, 294.09156963452233, 268.30955058246406, 273.9746439957229, 276.5134011282411, 276.4711760448122, 252.39907652420118, 1784.7509260657007]",384.0997422
VISA Steel Limited (NSEI:VISASTEEL),NSEI:VISASTEEL,Steel,Materials,1118,657,670,1101,649,665,1,1750,2,21,25,30,85,73,49,0%,0%,0%,0%,0%,0%,116,116,116,-2549,-888,-960,3481,1394,1409,720,445,467,1625,960,920,39,39,39,4,4,4,99,65,69,17,26,17,-9,-19,-9,-9,-8,-8,451,39,,52.66,Operational Status: [1] Company is operating the Ferro Chrome Plant under conversion arrangement to continue as a going concern and due to non availability of funds for working capital and major refurbishment and relining of Furnaces. It is taking support of related parties and operational creditors to continue Plant operations under conversion arrangement,Micro,35,33,38,0.052238806,0.050228311,0.033989267,0.045485461,11.56410256,0.673134328,77.66666667,112,108,142,-18,241,-0.771428571,6.727272727,-844,-772,-2433,565,622,1048,0.061946903,0.053054662,0.036259542,-0.228070175,1.082159624,2.49380531,2.241157556,3.321564885,1.508614944,1.6,17.1,-21.78187884,0.649224806,0.013432836,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[704, 739, 776, 814, 855, 898, 943, 990, 1039, 1091, 1146]",FALSE,"[0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15]","[24.64, 31.04, 38.02, 45.58, 53.86, 62.86, 72.61, 83.16, 94.55, 106.92, 120.33]",136.7,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1033,"[28.33, 23.33, 19.47, 16.52, 15.19, 15.93, 16.67, 17.41, 18.15, 19.26, 58.24]","[25.19, 29.17, 35.24, 42.22, 54.67, 66.15, 81.82, 104.44, 140.0, 173.33, 58.24]","[26.15, 21.88, 18.5, 15.83, 16.4, 17.2, 18.0, 22.38, 28.82, 40.0, 58.24]",0.1416,0.0812,0.1353,248.5,810.47,283.4,1,"[-3.6899999999999977, 7.710000000000001, 18.550000000000004, 29.06, 38.67, 46.93, 55.94, 65.75, 76.4, 87.66, 62.089999999999996]","[-4.717576880173302, 12.602004156319746, 38.76339213948277, 77.63652548270487, 132.08006477264206, 204.93034708430363, 312.29915105757954, 469.2850498855211, 697.1511380608965, 1022.651521050672, -2704.623524795059]",-86.84420047
Ganesh Housing Corporation Limited (BSE:526367),BSE:526367,Real Estate (Development),Real Estate,383,616,891,248,364,267,1,4,6,36,13,4,2,3,7,27%,57%,26%,0%,20%,20%,83,83,83,706,805,1246,142,240,247,248,290,193,208,261,438,0,21,148,0,0,0,972,1136,1183,41,31,638,39,278,-489,-85,1,-244,10637,1275,19.5,73.06,"Business Overview: [1] [2] GHCL is a Gujarat based real estate developers certified by ISO 9001-2008, ISO 14001:2004 & OHSAS 18001:2007, ISO 9001:2000 and endorsed by KPMG, USA. It deals in organized housing and construction and has sold 22+ mn Sqft of real estate space, with another 35 million Sqft under development. Additionaly, company aims to extend its presence into Special Economic Zone and township format development",Mid,628,265,171,0.704826038,0.430194805,0.446475196,0.527165346,8.342745098,11.9382716,1097,1331,1157,972,271,143,-0.347133758,1.588679245,1329,888,789,1576,1128,931,0.398477157,0.234929078,0.183673469,0.613839286,1.182741117,0.156725888,0.212765957,0.152524168,10.79607085,1.2,14.7,14.08815324,0.503674392,0.548821549,"[15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5]","[1025, 1168, 1320, 1478, 1641, 1805, 1968, 2125, 2274, 2410, 2531]",FALSE,"[0.7, 0.65, 0.6, 0.54, 0.49, 0.43, 0.38, 0.32, 0.27, 0.21, 0.16]","[502.25, 531.44, 554.4, 558.68, 562.86, 543.3, 523.49, 476.0, 429.79, 354.27, 283.47]",-312.54,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0542,"[111.67, 95.33, 80.0, 68.7, 60.37, 60.74, 60.37, 58.15, 55.19, 50.37, 261.5]","[99.26, 119.17, 144.76, 175.56, 217.33, 252.31, 296.36, 348.89, 425.71, 453.33, 261.5]","[103.08, 89.38, 76.0, 65.83, 65.2, 65.6, 65.2, 74.76, 87.65, 104.62, 261.5]",0.1556,0.0862,0.1493,962.39,2794.18,1058.82,2,"[402.99, 412.27000000000004, 409.64, 383.11999999999995, 345.53, 290.98999999999995, 227.13, 127.11000000000001, 4.080000000000041, -99.06, 21.970000000000027]","[353.22685885535805, 316.7383375280205, 275.85490265623434, 226.13751907844124, 178.7652123873413, 131.95770793789384, 90.27981273900281, 44.28486419601236, 1.2459344992897146, -26.51507267161441, 64.70664968586183]",442.2624308
RTCL Limited (BSE:531552),BSE:531552,Real Estate (Development),Real Estate,-0.01,0.1,3.86,0.67,0.53,2.33,1.07,1.6,1.51,0.14,0.13,0.16,0.13,0.13,0.13,41.67%,54.95%,34.91%,0.00%,0.00%,0.00%,12,12,12,27.66,28.28,30.39,1.91,2.03,2.17,7.1,7.05,3.69,2.16,1.92,1.73,0,0,0,24.93,25.02,25.33,21.58,22.42,21.19,-0.6,-1.02,-1.14,0.55,0.94,1.05,0.1,0.12,0.14,24.8,20.7,10.2,55.44,History RTCL Ltd. was formerly known as Raghunath Tobacco Company Ltd. [1],Nano,1.69,-0.3,-0.54,0.437823834,-3,54,17.14594128,1.198067633,6.424870466,21.73,46.52,47.44,46.51,2.44,0.98,2.065088757,-6.4,42.39,40.28,39.66,44.56,42.31,41.57,0.037926391,-0.007090522,-0.012990137,1.671111111,0.148648649,0.048698384,0.047979201,0.045946596,7.035685236,1.8,18.3,17.75144607,0.08,-0.272020725,"[15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5]","[4, 5, 6, 6, 7, 8, 9, 9, 10, 10, 11]",FALSE,"[0.44, 0.41, 0.38, 0.35, 0.33, 0.3, 0.27, 0.24, 0.22, 0.19, 0.16]","[1.23, 1.43, 1.6, 1.47, 1.62, 1.68, 1.7, 1.51, 1.54, 1.33, 1.23]",0,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0542,"[0.12, 0.67, 0.53, 0.0, 0.37, 0.37, 0.37, 0.0, 0.37, 0.0, 1.13]","[0.1, 0.83, 0.95, 0.0, 1.33, 1.54, 1.82, 0.0, 2.86, 0.0, 1.13]","[0.11, 0.62, 0.5, 0.0, 0.4, 0.4, 0.4, 0.0, 0.59, 0.0, 1.13]",0.0281,0.0246,0.028,3.93,10.56,4.15,,,,
Unitech Limited (BSE:507878),BSE:507878,Real Estate (Development),Real Estate,533,406,477,561,432,1241,64,86,38,1011,3167,3091,6,6,6,1%,0%,0%,0%,0%,0%,523,523,523,1479,-1378,-4718,6989,7167,7230,17742,20573,23485,464,463,460,187,192,197,1973,2034,2040,24109,24197,23823,-14,251,15,58,4,13,-32,-25,-10,2331,8.92,,5.14,"Business Overview: [1] [2] Company started business as a consultancy firm for soil and foundation engineering and diversified into real estate for construction of commercial complexes, IT/ ITes parks, SEZs, integrated residential developments, schools, hotels, malls, golf courses and amusement parks. At present, company has projects in locations viz. Ambala, Bangalore, Bhopal, Chennai, Dehradun, Greater Noida, Gurgaon, Kolkata, Mohali, Noida, Rewari",Small,2327,3141,983,4.878406709,7.736453202,1.844277674,4.819712528,261.32287,4.886792453,24043,26060,26423,26269,-3275,-2677,-1.401804899,-0.851002865,-4195,-855,2002,3035,6312,8991,0.766721582,0.497623574,0.109331554,-0.021666158,0.047405748,2.382207578,1.135456274,0.777332888,33.80221721,1.4,15.9,58.54679751,0.017986425,-0.027253669,"[15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5]","[549, 625, 707, 791, 878, 966, 1053, 1138, 1217, 1290, 1355]",FALSE,"[4.88, 4.41, 3.93, 3.46, 2.99, 2.52, 2.05, 1.58, 1.1, 0.63, 0.16]","[1875.38, 1929.37, 1944.96, 1915.8, 1837.65, 1704.02, 1511.06, 1258.63, 937.09, 568.89, 151.76]",-2462.31,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0542,"[60.0, 50.67, 43.16, 36.52, 32.22, 32.59, 32.22, 31.48, 29.26, 27.04, 140.0]","[53.33, 63.33, 78.1, 93.33, 116.0, 135.38, 158.18, 188.89, 225.71, 243.33, 140.0]","[55.38, 47.5, 41.0, 35.0, 34.8, 35.2, 34.8, 40.48, 46.47, 56.15, 140.0]",0.1668,0.1296,0.1643,515.16,1495.58,566.78,2,"[1822.0500000000002, 1866.04, 1866.8600000000001, 1822.47, 1721.65, 1568.6399999999999, 1352.8799999999999, 1069.7400000000002, 711.38, 325.55999999999995, 11.759999999999991]","[1149.219049874845, 742.3453639835969, 468.42420462272986, 288.42339959254724, 171.8531496902112, 98.75939946040393, 53.722591909675074, 26.79282097654537, 11.237879832615326, 3.243816648269781, 0.21882607887720856]",167.0356694
